compound_id,name,smiles,salt
218,1-hexyl-3-methyl-1H-imidazol-3-ium 2-(4-isobutylphenyl)propanoate,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCCCn1cc[n+](C)c1,1
219,1-ethyl-3-methylimidazolium diethyl phosphate,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1
220,propan-1-ol,CCCO,0
221,"tetrapentylammonium 2,4,6-trinitrophenolate",CCCCC[N+](CCCCC)(CCCCC)CCCCC.O=[N+]([O-])c1cc([N+](=O)[O-])c([O-])c([N+](=O)[O-])c1,1
222,nitromethane,C[N+](=O)[O-],0
223,"3-methyltetrahydrothiophene 1,1-dioxide",CC1CCS(=O)(=O)C1,0
224,1-dodecyl-3-methylimidazolium chloride,CCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1
225,1-dodecyl-3-methylimidazolium bromide,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1
226,trimethylbenzylammonium chloride,C[N+](C)(C)Cc1ccccc1.[Cl-],1
227,2-picoline N-oxide,Cc1cccc[n+]1[O-],0
228,"2-chloro-N,N,N-trimethylethanaminium chloride",C[N+](C)(C)CCCl.[Cl-],1
229,1-hexyl-3-methylimidazolium salicylate,CCCCCC[n+]1ccn(C)c1.O=C([O-])c1ccccc1O,1
230,"1,3-dioxolane",C1COCO1,0
231,tributyl(hexadecyl)phosphonium bromide,CCCCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC.[Br-],1
232,N-methylformamide,CNC=O,0
233,formamide,NC=O,0
234,tetrapentylammonium bromide,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],1
235,"2-ethyl-1,3-disulfoimidazolium trifluoroacetate",CCc1n(S(=O)(=O)O)cc[n+]1S(=O)(=O)O.O=C([O-])C(F)(F)F,1
236,"2-butyl-1,3-disulfoimidazolium trifluoroacetate",CCCCc1n(S(=O)(=O)O)cc[n+]1S(=O)(=O)O.O=C([O-])C(F)(F)F,1
237,"2-methyl-1,3-disulfoimidazolium trifluoroacetate",Cc1n(S(=O)(=O)O)cc[n+]1S(=O)(=O)O.O=C([O-])C(F)(F)F,1
238,"1,3-disulfoimidazolium trifluoroacetate",O=C([O-])C(F)(F)F.O=S(=O)(O)n1cc[n+](S(=O)(=O)O)c1,1
239,"N,N,N-triethyl-3-sulfo1-propanaminium tetrafluoroborate",CC[N+](CC)(CC)CCCS(=O)(=O)O.F[B-](F)(F)F,1
240,1-methylimidazole,Cn1ccnc1,0
241,trichloromethane,ClC(Cl)Cl,0
242,1-hexyl-4-methylpyridinium bromide,CCCCCC[n+]1ccc(C)cc1.[Br-],1
243,1-octyl-4-methylpyridinium bromide,CCCCCCCC[n+]1ccc(C)cc1.[Br-],1
244,1-butyl-4-methylpyridinium bromide,CCCC[n+]1ccc(C)cc1.[Br-],1
245,sodium thiocyanate,N#C[S-].[Na+],1
246,N-methylpyrrolidone,CN1CCCC1=O,0
247,propan-2-ol,CC(C)O,0
248,2-hydroxypropanoic acid,CC(O)C(=O)O,0
249,phenol,Oc1ccccc1,0
250,"5-hydroxy-3-methyl-1,2,3-oxadiazolium inner salt",C[n+]1cc([O-])on1,0
251,acetone,CC(C)=O,0
252,pyridine,c1ccncc1,0
253,ethyl acetate,CCOC(C)=O,0
254,4-oxopentanoic acid,CC(=O)CCC(=O)O,0
255,2-methylpropan-2-ol,CC(C)(C)O,0
256,trihexyl(tetradecyl)phosphonium octanoate,CCCCCCCC(=O)[O-].CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,1
257,trihexyl(tetradecyl)phosphonium hexanoate,CCCCCC(=O)[O-].CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,1
258,trihexyl(tetradecyl)phosphonium butyrate,CCCC(=O)[O-].CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,1
259,trihexyltetradecylphosphonium decanoate,CCCCCCCCCC(=O)[O-].CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,1
260,1-butyl-3-methylimidazolium iodide,CCCC[n+]1ccn(C)c1.[I-],1
261,1-methyl-3-octylimidazolium tetrafluoroborate,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1
262,1-octyl-3-methylimidazolium hydrogen sulfate,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])O,1
263,"1,3-diethylimidazolium ethyl sulfate",CCOS(=O)(=O)[O-].CCn1cc[n+](CC)c1,1
264,1-butyl-3-ethylimidazolium ethyl sulfate,CCCC[n+]1ccn(CC)c1.CCOS(=O)(=O)[O-],1
265,1-ethyl-3-methylimidazolium hydrogen sulfate,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1
266,1-butyl-3-methylimidazolium hydrogen sulfate,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])O,1
267,1-hexyl-3-methylimidazolium hydrogen sulfate,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])O,1
268,"2,2,2-trifluoroacetamide",NC(=O)C(F)(F)F,0
269,1-methylimidazolium acetate,CC(=O)[O-].Cn1cc[nH+]c1,1
270,butyl ethanoate,CCCCOC(C)=O,0
271,zinc bis(trifluoromethylsulfonyl)imide,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Zn+2],1
272,potassium picrate,O=[N+]([O-])c1cc([N+](=O)[O-])c([O-])c([N+](=O)[O-])c1.[K+],1
273,acetic acid,CC(=O)O,0
274,"1,2-dichlorobenzene",Clc1ccccc1Cl,0
275,"N-adamantyl-N,N-dimethyl-N-octylammonium bis(trifluoromethylsulfonyl)imide",CCCCCCCC[N+](C)(C)C12CC3CC(CC(C3)C1)C2.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1
276,"N-adamantyl-N,N-dimethyl-N-octylammonium bis(fluorosulfonyl)amide",CCCCCCCC[N+](C)(C)C12CC3CC(CC(C3)C1)C2.O=S(=O)(F)[N-]S(=O)(=O)F,1
277,1-hexyl-3-methylimidazolium bis(fluorosulfonyl)amide,CCCCCC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,1
278,"1-hexyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",CCCCCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1
279,sulfur dioxide,O=S=O,0
280,tetrahexylammonium 2-(4-isobutylphenyl)propanoate,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC,1
281,1-butyl-3-methylimidazolium ibuprofenate,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1
282,tetrabutylphosphonium 2-(4-isobutylphenyl)propanoate,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCC[P+](CCCC)(CCCC)CCCC,1
283,propylammonium nitrate,CCC[NH3+].O=[N+]([O-])[O-],1
284,1H-imidazole,c1c[nH]cn1,0
285,diethylene glycol,OCCOCCO,0
286,benzyltriphenylphosphonium chloride,[Cl-].c1ccc(C[P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,1
287,methyltriphenylphosphonium bromide,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],1
288,butanenitrile,CCCC#N,0
289,hexanedinitrile,N#CCCCCC#N,0
290,"1,3-dimethyl-3,4,5,6-tetrahydro-2(1H)-pyrimidinone",CN1CCCN(C)C1=O,0
291,"1,3-dimethyl-2-imidazolidinone",CN1CCN(C)C1=O,0
292,1-hexyl-3-methyl-1H-imidazolium bromide,CCCCCC[n+]1ccn(C)c1.[Br-],1
293,1-ethyl-3-methylimidazolium bromide,CC[n+]1ccn(C)c1.[Br-],1
294,pentanedinitrile,N#CCCCC#N,0
295,"1,5-diazabicyclo[4.3.0]non-5-ene",C1CN=C2CCCN2C1,0
296,"1,8-diaza-7-bicyclo[5.4.0]undecene",C1CCC2=NCCCN2CC1,0
297,"1,3-dichlorobenzene",Clc1cccc(Cl)c1,0
298,chlorobenzene,Clc1ccccc1,0
299,1-allyl-3-methylimidazolium iodide,C[N+]1=CN(C=C1)CC=C.[I-],1
300,1-dodecyl-3-methylimidazolium iodide,CCCCCCCCCCCC[n+]1ccn(C)c1.[I-],1
301,1-methyl-3-(2-propoxyethyl)imidazolium bis((trifluoromethyl)sulfonyl)amide,CCCOCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1
302,1-(methoxymethyl)pyridinium bis((trifluoromethyl)sulfonyl)amide,COC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1
303,1-(methoxymethyl)-3-methylimidazolium bis((trifluoromethyl)sulfonyl)amide,COC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1
304,3-(ethoxymethyl)-1-methylimidazolium bis((trifluoromethyl)sulfonyl)amide,CCOCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1
305,1-(2-methoxyethyl)-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1
306,1-(2-ethoxyethyl)-3-methylimidazolium bis((trifluoromethyl)sulfonyl)amide,CCOCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1
307,3-(3-methoxypropyl)-1-methylimidazolium bis((trifluoromethyl)sulfonyl)amide,COCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1
308,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1
309,methyl phenyl carbonate,COC(=O)Oc1ccccc1,0
310,diethyl carbonate,CCOC(=O)OCC,0
311,methyl n-propyl carbonate,CCCOC(=O)OC,0
312,"1,2-butylene carbonate",CCC1COC(=O)O1,0
313,1-ethyl-3-methylimidazolium hexafluorophosphate,CC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1
314,"1,2-dimethoxyethane",COCCOC,0
315,water-d2,[2H]O[2H],0
316,1-methyl-1-propylpyrrolidinium bis(fluorosulfonyl)amide,CCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1
317,tetraoctylammonium bromide,CCCCCCCC[N+](CCCCCCCC)(CCCCCCCC)CCCCCCCC.[Br-],1
318,1-ethylpyridinium bromide,CC[n+]1ccccc1.[Br-],1
319,sodium salicylate,O=C([O-])c1ccccc1O.[Na+],1
320,sodium p-toluenesulfonate,Cc1ccc(S(=O)(=O)[O-])cc1.[Na+],1
321,"1,4-dioxane",C1COCCO1,0
322,2-aminoacetic acid,NCC(=O)O,0
323,sodium benzoate,O=C([O-])c1ccccc1.[Na+],1
324,D-sucrose,OC[C@H]1O[C@H](O[C@]2(CO)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,0
325,D-glucose,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,0
326,glycylglycine,NCC(=O)NCC(=O)O,0
327,L-glutamine,NC(=O)CC[C@H](N)C(=O)O,0
328,L-histidine,N[C@@H](Cc1c[nH]cn1)C(=O)O,0
329,glycyl-L-leucine,CC(C)C[C@H](NC(=O)CN)C(=O)O,0
330,glycyl-L-valine,CC(C)[C@H](NC(=O)CN)C(=O)O,0
331,(S)-2-aminopropanoic acid,C[C@H](N)C(=O)O,0
332,sodium hexadecyl sulfate,CCCCCCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],1
333,L-valine,CC(C)[C@H](N)C(=O)O,0
334,L-leucine,CC(C)C[C@H](N)C(=O)O,0
335,N-acetyl-p-aminophenol,CC(=O)Nc1ccc(O)cc1,0
336,2-butoxyethan-1-ol,CCCCOCCO,0
337,5-(aminosulfonyl)-4-chloro-2-[(2-furanylmethyl)amino]benzoic acid,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,0
338,L-asparagine,NC(=O)C[C@H](N)C(=O)O,0
339,disodium hydrogen citrate,O=C([O-])CC(O)(CC(=O)O)C(=O)[O-].[Na+].[Na+],1
340,tetrachloromethane,ClC(Cl)(Cl)Cl,0
341,trisodium citrate,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Na+].[Na+].[Na+],1
342,D-maltose,OC[C@H]1O[C@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,0
343,D-xylose,OC1OC[C@@H](O)[C@H](O)[C@H]1O,0
344,(+)-galactose,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,0
345,sodium carbonate,O=C([O-])[O-].[Na+].[Na+],1
346,Tartrazine,C1=CC(=CC=C1N=NC2C(=NN(C2=O)C3=CC=C(C=C3)S(=O)(=O)[O-])C(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+],1
347,D-ribose,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,0
348,L-proline,O=C(O)[C@@H]1CCCN1,0
349,sulfolane,O=S1(=O)CCCC1,0
350,D-mannose,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)C=O,0
351,4-O-.beta.-D-galactopyranosyl-D-glucose,OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O,0
352,D-raffinose,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO[C@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,0
353,L-arabinose,OC[C@H](O)[C@H](O)[C@@H](O)C=O,0
354,pentan-1-ol,CCCCCO,0
355,chromium chloride,Cl[Cr](Cl)Cl,0
356,magnesium nitrate,O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Mg+2],1
357,aluminum trinitrate,O=[N+]([O-])[O-].O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Al+3],1
358,calcium nitrate,O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Ca+2],1
359,tetrahydrofuran,C1CCOC1,0
360,lithium (pentafluoroethanesulfonyl)(trifluoromethanesulfonyl)imide,O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)F.[Li+],1
361,"3,3-(3,6,9,12-tetraoxatetradecane-1,14-diyl)bis(1-butyl-1H-imidazol-3-ium) dicyanamide",CCCCn1cc[n+](CCOCCOCCOCCOCC[n+]2ccn(CCCC)c2)c1.N#C[N-]C#N.N#C[N-]C#N,1
362,"(oxybis(ethane-2,1-diyl))bis(diethyl sulfonium) bis((trifluoromethyl)sulfonyl) amide",CC[S+](CC)CCOCC[S+](CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1
363,"1,1'-((ethane-1,2-diylbis(oxy))bis(ethane-2,1-diyl))bis(1-methylpyrrolidin-1-ium) dicyanamide",C[N+]1(CCOCCOCC[N+]2(C)CCCC2)CCCC1.N#C[N-]C#N.N#C[N-]C#N,1
364,"((ethane-1,2-diylbis(oxy))bis(ethane-2,1-diyl))bis(diethylsulfonium) bis((trifluoromethyl)sulfonyl) amide",CC[S+](CC)CCOCCOCC[S+](CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1
365,"(((oxybis(ethane-2,1-diyl))bis(oxy))bis(ethane-2,1-diyl))bis(diethylsulfonium) bis((trifluoromethyl) sulfonyl) amide",CC[S+](CC)CCOCCOCCOCC[S+](CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1
366,"(3,6,9,12-tetraoxatetradecane-1,14-diyl)bis(diethylsulfonium) bis((trifluoromethyl)sulfonyl)amide",CC[S+](CC)CCOCCOCCOCCOCC[S+](CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1
367,"(oxybis(ethane-2,1-diyl)) bis(diethylsulfonium)dicyanamide",CC[S+](CC)CCOCC[S+](CC)CC.N#C[N-]C#N.N#C[N-]C#N,1
368,"((ethane-1,2-diylbis(oxy))bis(ethane-2,1-diyl))bis(diethylsulfonium) dicyanamide",CC[S+](CC)CCOCCOCC[S+](CC)CC.N#C[N-]C#N.N#C[N-]C#N,1
369,"(((oxybis(ethane-2,1-diyl))bis(oxy))bis(ethane-2,1-diyl))bis(diethylsulfonium) dicyanamide",CC[S+](CC)CCOCCOCCOCC[S+](CC)CC.N#C[N-]C#N.N#C[N-]C#N,1
370,"(3,6,9,12-tetraoxatetradecane-1,14-diyl)bis(diethylsulfonium) dicyanamide",CC[S+](CC)CCOCCOCCOCCOCC[S+](CC)CC.N#C[N-]C#N.N#C[N-]C#N,1
371,"1,1'-((ethane-1,2-diylbis(oxy))bis(ethane-2,1-diyl))bis(1-methylpyrrolidin-1-ium) bis((trifluoromethyl)sulfonyl) amide",C[N+]1(CCOCCOCC[N+]2(C)CCCC2)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1
372,"1,1'-(oxybis(ethane-2,1-diyl))bis(1-methylpyrrolidin-1-ium) bis((trifluoromethyl)sulfonyl)amide",C[N+]1(CCOCC[N+]2(C)CCCC2)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1
373,"1,1-(((oxybis(ethane-2,1-diyl))bis(oxy))bis(ethane-2,1-diyl))bis(1-methylpyrrolidin-1-ium) bis((trifluoromethyl)sulfonyl) amide",C[N+]1(CCOCCOCCOCC[N+]2(C)CCCC2)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1
374,"1,1-(3,6,9,12-tetraoxatetradecane-1,14-diyl)bis(1-methylpyrrolidin-1-ium) bis((trifluoromethyl)sulfonyl)amide",C[N+]1(CCOCCOCCOCCOCC[N+]2(C)CCCC2)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1
375,"1,1'-(oxybis(ethane-2,1-diyl))bis(1-methylpyrrolidin-1-ium) dicyanamide",C[N+]1(CCOCC[N+]2(C)CCCC2)CCCC1.N#C[N-]C#N.N#C[N-]C#N,1
376,"1,1'-(((oxybis(ethane-2,1-diyl))bis(oxy))bis(ethane-2,1-diyl))bis(1-methylpyrrolidin-1-ium) dicyanamide",C[N+]1(CCOCCOCCOCC[N+]2(C)CCCC2)CCCC1.N#C[N-]C#N.N#C[N-]C#N,1
377,"1,1'-(3,6,9,12-tetraoxatetradecane-1,14-diyl)bis(1-methylpyrrolidin-1-ium) dicyanamide",C[N+]1(CCOCCOCCOCCOCC[N+]2(C)CCCC2)CCCC1.N#C[N-]C#N.N#C[N-]C#N,1
378,"3,3-(oxybis(ethane-2,1-diyl))bis(1-butyl-1H-imidazol-3-ium) bis((trifluoromethyl)sulfonyl)amide",CCCCn1cc[n+](CCOCC[n+]2ccn(CCCC)c2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1
379,"3,3-((ethane-1,2-diylbis(oxy))bis(ethane-2,1-diyl))bis(1-butyl-1H-imidazol-3-ium) bis((trifluoromethyl)sulfonyl) amide",CCCCn1cc[n+](CCOCCOCC[n+]2ccn(CCCC)c2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1
380,"3,3-(((oxybis(ethane-2,1-diyl))bis(oxy))bis(ethane-2,1-diyl))bis(1-butyl-1H-imidazol-3-ium) bis((trifluoromethyl)sulfonyl)amide",CCCCn1cc[n+](CCOCCOCCOCC[n+]2ccn(CCCC)c2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1
381,"3,3-(3,6,9,12-tetraoxatetradecane-1,14-diyl)bis(1-butyl-1H-imidazol-3-ium) bis((trifluoromethyl)sulfonyl) amide",CCCCn1cc[n+](CCOCCOCCOCCOCC[n+]2ccn(CCCC)c2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1
382,"3,3-(oxybis(ethane-2,1-diyl))bis(1-butyl-1H-imidazol-3-ium) dicyanamide",CCCCn1cc[n+](CCOCC[n+]2ccn(CCCC)c2)c1.N#C[N-]C#N.N#C[N-]C#N,1
383,"3,3'-((ethane-1,2-diylbis(oxy))bis(ethane-2,1-diyl))bis(1-butyl-1H-imidazol-3-ium) dicyanamide",CCCCn1cc[n+](CCOCCOCC[n+]2ccn(CCCC)c2)c1.N#C[N-]C#N.N#C[N-]C#N,1
384,"3,3-(((oxybis(ethane-2,1-diyl))bis(oxy))bis(ethane-2,1-diyl))bis(1-butyl-1H-imidazol-3-ium) dicyanamide",CCCCn1cc[n+](CCOCCOCCOCC[n+]2ccn(CCCC)c2)c1.N#C[N-]C#N.N#C[N-]C#N,1
385,"4-hydroxy-2,2,6,6-tetramethyl-1-piperidinyloxy",CC1(C)CC(O)CC(C)(C)N1[O],0
386,1-butyl-3-methylimidazolium methanesulfonate,CCCC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1
387,"N,N-diethyl-2-ethanolammonium pentanoate",CCCCC(=O)[O-].CC[NH+](CC)CCO,1
388,"N,N-diethylethanolammonium hydrogen dihexanoate",CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,1
389,"N,N-diethylethanolammonium hydrogen dipropanoate",CCC(=O)O.CCC(=O)[O-].CC[NH+](CC)CCO,1
390,"N,N-diethyl-2-ethanolammonium butanoate",CCCC(=O)[O-].CC[NH+](CC)CCO,1
391,N-(2-hydroxyethyl)butan-1-aminium acetate,CC(=O)[O-].CCCC[NH2+]CCO,1
392,"N,N-diethylethanolammonium hydrogen diacetate",CC(=O)O.CC(=O)[O-].CC[NH+](CC)CCO,1
393,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1
394,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1
395,methyl methacrylate,C=C(C)C(=O)OC,0
396,1-(2-hydroxyethyl)-1-methylpyrrolidinium dimethyl phosphate,COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,1
397,triethylsulfonium bis((trifluoromethyl)sulfonyl)imide,CC[S+](CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1
398,1-ethyl-1-methylpyrrolidinium dimethylphosphate,CC[N+]1(C)CCCC1.COP(=O)([O-])OC,1
399,1-ethylpyridinium chloride,CC[n+]1ccccc1.[Cl-],1
400,diethylmethylammonium methanesulfonate,CC[NH+](C)CC.CS(=O)(=O)[O-],1
401,1-ethyl-1-methylpyrrolidinium glycolate,CC[N+]1(C)CCCC1.O=C([O-])CO,1
402,N-ethyl-N-methylpiperidinium bromide,CC[N+]1(C)CCCCC1.[Br-],1
403,1-butylpyridinium bromide,CCCC[n+]1ccccc1.[Br-],1
404,butyltriethyl ammonium bromide,CCCC[N+](CC)(CC)CC.[Br-],1
405,1-hexyl-3-methylimidazolium tetrafluoroborate,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1
406,1-butylpyridinium tetrafluoroborate,CCCC[n+]1ccccc1.F[B-](F)(F)F,1
407,1-(3-(trimethylammonio)propyl)pyridinium dicyanamide,C[N+](C)(C)CCC[n+]1ccccc1.N#C[N-]C#N.N#C[N-]C#N,1
408,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1
409,"1-methyl-1,2,3,4,5,6,7,8-octahydropyrimido[1,2-a]pyrimidin-5-ium acetate",CC(=O)[O-].CN1CCCN2CCC[NH+]=C12,1
410,1-allyl-3-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1
411,1-hexyl-3-methylimidazolium alaninate,CCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1
412,3-methyl-1-propylimidazolium alaninate,CCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1
413,tributylmethylphosphonium methyl sulfate,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],1
414,benzene,c1ccccc1,0
415,3-amino-1-propanol,NCCCO,0
416,1-ethyl-3-methylimidazolium dimethylphosphate,CC[n+]1ccn(C)c1.COP(=O)([O-])OC,1
417,"1,3-dimethylimidazolium dimethyl phosphate",COP(=O)([O-])OC.Cn1cc[n+](C)c1,1
418,4-ethyl-4-methylmorpholinium diethyl phosphate,CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,1
419,1-ethyl-1-methylpyrrolidinium diethyl phosphate,CCOP(=O)([O-])OCC.CC[N+]1(C)CCCC1,1
420,aniline,Nc1ccccc1,0
421,"N,N-dimethylaniline",CN(C)c1ccccc1,0
