compound_id,name,smiles,salt
422,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1
423,3-methyl-1-pentylimidazolium alaninate,CCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1
424,1-butyl-3-methylimidazolium alaninate,CCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1
425,butylammonium formate,CCCC[NH3+].O=C[O-],1
426,N-ethyl-N-methylmorpholinium glycolate,CC[N+]1(C)CCOCC1.O=C([O-])CO,1
427,1-(2-hydroxyethyl)pyridinium bromide,OCC[n+]1ccccc1.[Br-],1
428,N-ethyl-N-methylmorpholinium bromide,CC[N+]1(C)CCOCC1.[Br-],1
429,N-methyl-N-(2-hydroxyethyl)morpholinium bromide,C[N+]1(CCO)CCOCC1.[Br-],1
430,N-butyl-N-methylpiperidinium bromide,CCCC[N+]1(C)CCCCC1.[Br-],1
431,1-(2-hydroxyethyl)pyridinium tricyanomethanide,N#C[C-](C#N)C#N.OCC[n+]1ccccc1,1
432,1-(3-hydroxypropyl)pyridinium tricyanomethanide,N#C[C-](C#N)C#N.OCCC[n+]1ccccc1,1
433,"2,2,2-trifluoroethanol",OCC(F)(F)F,0
434,2-methyl-1-propanol,CC(C)CO,0
435,6-hexanolactone,O=C1CCCCCO1,0
436,.gamma.-valerolactone,CC1CCC(=O)O1,0
437,4-methyl-2-oxetanone,CC1CC(=O)O1,0
438,1-oxacyclohexan-2-one,O=C1CCCCO1,0
439,triethylpentylammonium bis(trifluoromethylsulfonyl)imide,CCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1
440,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1
441,1-butylpyridinium bis(fluorosulfonyl)amide,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1
442,"N,N,N-trimethylpropanaminium bis((trifluoromethyl)sulfonyl)amide",CCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1
443,1-methyl-1-propylpiperidinium bis(fluorosulfonyl)imide,CCC[N+]1(C)CCCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1
444,1-butyl-3-methylimidazolium acetate,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1
445,benzyldimethyldodecylammonium bis(trifluoromethylsulfonyl)imide,CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1
446,1-butyl-3-methylpyridinium hexafluorophosphate,CCCC[n+]1cccc(C)c1.F[P-](F)(F)(F)(F)F,1
447,toluene,Cc1ccccc1,0
448,thiophene,c1ccsc1,0
449,1-butyl-3-methylimidazolium nitrate,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1
450,1-hexyl-3-methylimidazolium nitrate,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1
451,"propan-1,3-diol",OCCCO,0
452,"1-ethyl-2,3-dimethylimidazolium terafluoroborate",CC[n+]1ccn(C)c1C.F[B-](F)(F)F,1
453,1-ethyl-3-methylimidazolium methyl sulfate,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1
454,3-hexyl-1-methylimidazolium acetate,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,1
455,heptan-1-ol,CCCCCCCO,0
456,octan-1-ol,CCCCCCCCO,0
457,1-butyl-3-methylimidazolium tetrachloroferrate,CCCCn1cc[n+](C)c1.Cl[Fe-](Cl)(Cl)Cl,1
458,1-ethyl-3-(2-methoxyethyl)imidazolium bis(trifluoromethylsulfonyl)imide,CC[n+]1ccn(CCOC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1
459,"1-butyl-2,3-dimethylimidazolium L-threoninate",N[C@@H]([C@H](O)C)C(=O)[O-].C(CCC)N1C(=[N+](C=C1)C)C,1
460,"1-butyl-2,3-dimethylimidazolium glycinate",CCCC[n+]1ccn(C)c1C.NCC(=O)[O-],1
461,"1-butyl-2,3-dimethylimidazolium DL-alaninate",CC(N)C(=O)[O-].CCCC[n+]1ccn(C)c1C,1
462,1-(4-methoxybutyl)-3-methylimidazolium glycinate,COCCCC[n+]1ccn(C)c1.NCC(=O)[O-],1
463,1-(4-methoxybutyl)-3-methylimidazolium DL-alaninate,NC(C)C(=O)[O-].COCCCCN1C=[N+](C=C1)C,1
464,1-(4-methoxybutyl)-3-methylimidazolium L-threoninate,COCCCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1
465,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1
466,1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,CC[n+]1ccn(CCOC)c1.N#C[S-],1
467,1-ethyl-3-methylimidazolium heptachlorodialuminate,CCn1cc[n+](C)c1.Cl[Al-](Cl)(Cl)[Cl+][Al-](Cl)(Cl)Cl,1
468,1-butylpyridinium chloride,CCCC[n+]1ccccc1.[Cl-],1
469,decan-1-ol,CCCCCCCCCCO,0
470,"1,2-propanediol",CC(O)CO,0
471,1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide,CCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1
472,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,CCCC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1
473,"2,3,3,3-tetrafluoro-1-propene",C=C(F)C(F)(F)F,0
474,"trans-1,3,3,3-tetrafluoropropene",F/C=C/C(F)(F)F,0
475,"2,5,8,11,14-pentaoxapentadecane",COCCOCCOCCOCCOC,0
476,"N1,N6-dihexadecyl-N1,N1,N6,N6-tetramethylhexane-1,6-diaminium bromide",CCCCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],1
477,1-ethyl-3-methylimidazolium dicyanamide,CC[n+]1ccn(C)c1.N#C[N-]C#N,1
478,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,1
479,"1-ethyl-3-methylimidazolium 2,2,3,3,4,4,5,5,5-nonafluoropentanoate",CC[n+]1ccn(C)c1.O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1
480,triethyloctylphosphonium bis(trifluoromethylsulfonyl)imide,CCCCCCCC[P+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1
481,butanal,CCCC=O,0
482,1-butanamine,CCCCN,0
483,diethanolammonium formate,O=C[O-].OCC[NH2+]CCO,1
484,tetrabutylphosphonium tetrafluoroborate,CCCC[P+](CCCC)(CCCC)CCCC.F[B-](F)(F)F,1
485,tributylhexylphosphonium tetrafluoroborate,CCCCCC[P+](CCCC)(CCCC)CCCC.F[B-](F)(F)F,1
486,tributyl(ethyl)phosphonium tetrafluoroborate,CCCC[P+](CC)(CCCC)CCCC.F[B-](F)(F)F,1
487,acetophenone,CC(=O)c1ccccc1,0
488,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1
489,benzylmethylammonium propionate,CCC(=O)[O-].C[NH2+]Cc1ccccc1,1
490,benzylmethylammonium hexanoate,CCCCCC(=O)[O-].C[NH2+]Cc1ccccc1,1
491,"1,5-pentanediol",OCCCCCO,0
492,nonan-1-ol,CCCCCCCCCO,0
493,"1,2-butanediol",CCC(O)CO,0
494,N-methyldiethanolamine,CN(CCO)CCO,0
495,2-phenylethanol,OCCc1ccccc1,0
496,1-methyl-3-octyl-1H-imidazolium thiocyanate,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1
497,1-octyl-3-methylimidazolium hexafluorophosphate,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1
498,tributyl(tetradecyl)phosphonium 2-dodecylbenzenesulfonate,CCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC.CCCCCCCCCCCCc1ccccc1S(=O)(=O)[O-],1
499,1-ethylpyridinium triflate,CC[n+]1ccccc1.O=S(=O)([O-])C(F)(F)F,1
500,"1-hexyl-2,3-dimethylimidazolium 4-nitropyrazolide",CCCCCC[n+]1ccn(C)c1C.O=[N+]([O-])c1cn[n-]c1,1
501,"1,3-bis[3-methylimidazolium-1-yl]propane dibromide",Cn1cc[n+](CCC[n+]2ccn(C)c2)c1.[Br-].[Br-],1
502,D-cellobiose,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,0
503,1-(2-hydroxyethyl)-3-methylimidazolium propionate,C(CC)(=O)[O-].OCCN1C=[N+](C=C1)C,1
504,1-(2-hydroxyethyl)-3-methylimidazolium acetate,CC(=O)[O-].Cn1cc[n+](CCO)c1,1
505,benzo[b]thiophene,c1ccc2sccc2c1,0
506,"1-but-1-enyl-2,3-dimethylimidazolium 4-nitropyrazolide",CCC=C[n+]1ccn(C)c1C.O=[N+]([O-])c1cn[n-]c1,1
507,1-ethyl-3-methylimidazolium 4-methylbenzenesulfonate,CC[n+]1ccn(C)c1.Cc1ccc(S(=O)(=O)[O-])cc1,1
508,"1,3-dimethylimidazolium methylsulfate",COS(=O)(=O)[O-].Cn1cc[n+](C)c1,1
509,1-(2-methoxyethyl)-3-methylimidazolium threonine,COCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1
510,1-(2-ethoxyethyl)-3- methylimidazolium threonine,CCOCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],1
511,diethanolamine,OCCNCCO,0
512,"2,3-butanediol",CC(O)C(C)O,0
513,triethyl((2-methoxyethoxy)methyl)phosphonium bis(trifluoromethylsulfonyl)imide,CC[P+](CC)(CC)COCCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1
514,triethyloctylphosphonium 4-nitroimidazolide,CCCCCCCC[P+](CC)(CC)CC.O=[N+]([O-])c1c[n-]cn1,1
515,"1,1'-(pentane-1,5-diyl)bis(3-methyl-1H-imidazol-3-ium) dibromide",C[n+]1ccn(CCCCCn2cc[n+](C)c2)c1.[Br-].[Br-],1
516,2-amino-2-methylpropan-1-ol,CC(C)(N)CO,0
517,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate",CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,1
518,"N,N-dimethyl-N-(3-sulfopropyl)cyclohexanaminium 4-methylbenzenesulfonate",C[N+](C)(CCCS(=O)(=O)O)C1CCCCC1.Cc1ccc(S(=O)(=O)[O-])cc1,1
519,1-butyl-3-methylimidazolium thiocyanate,CCCC[n+]1ccn(C)c1.N#C[S-],1
520,1-hexyl-3-methylimidazolium thiocyanate,CCCCCC[n+]1ccn(C)c1.N#C[S-],1
521,tetrabutylphosphonium chloride,CCCC[P+](CCCC)(CCCC)CCCC.[Cl-],1
522,benzenemethanol,OCc1ccccc1,0
523,anisole,COc1ccccc1,0
524,tetradecyl(trihexyl)phosphonium dicyanamide,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.N#C[N-]C#N,1
525,1-(2-carboxyethyl)-3-methylimidazolium chloride,Cn1cc[n+](CCC(=O)O)c1.[Cl-],1
526,1-methyl-3-propylimidazolium bromide,CCCn1cc[n+](C)c1.[Br-],1
527,"1,1'-(butane-1,4-diyl)bis(3-methyl-1H-imidazol-3-ium) dibromide",C[n+]1ccn(CCCCn2cc[n+](C)c2)c1.[Br-].[Br-],1
528,cholinium nicotinate,C[N+](C)(C)CCO.O=C([O-])c1cccnc1,1
529,imidazolium chloride,[Cl-].c1c[nH+]c[nH]1,1
530,methyltributylammonium chloride,CCCC[N+](C)(CCCC)CCCC.[Cl-],1
531,"3,3'-(1,5-pentanediyl)bis[1-methylimidazolium] 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",C[n+]1ccn(CCCCCn2cc[n+](C)c2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1
532,D-sorbitol,OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,0
533,(butyl)triphenylphosphonium bromide,CCCC[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],1
534,trimethylammonium acetate,CC(=O)[O-].C[NH+](C)C,1
535,triethylammonium acetate,CC(=O)[O-].CC[NH+](CC)CC,1
536,oct-1-ene,C=CCCCCCC,0
537,tributylphenylphosphonium bromide,CCCC[P+](CCCC)(CCCC)c1ccccc1.[Br-],1
538,1-hexylpyridinium nitrate,CCCCCC[n+]1ccccc1.O=[N+]([O-])[O-],1
539,"1,1,1,2-tetrafluoroethane",FCC(F)(F)F,0
540,tetraphenylphosphorane bromide,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,1
541,octyl trimethyl ammonium bromide,CCCCCCCC[N+](C)(C)C.[Br-],1
542,"N,N,N-trimethyl-1-decanaminium bromide",CCCCCCCCCC[N+](C)(C)C.[Br-],1
543,trimethylsulfonium bis(trifluoromethylsulfonyl)imide,C[S+](C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1
544,trimethylammonium bis((trifluoromethyl)sulfonyl)amide,C[NH+](C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1
545,"N,N,N-trimethyl-1-octadecanaminium bromide",CCCCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],1
546,methyl(di(2-hydroxyethyl))(2-(2-hydroxyethoxy)ethyl)ammonium chloride,[Cl-].C[N+](CCOCCO)(CCO)CCO,1
547,dimethyl(2-hydroxyethyl)(2-(2-hydroxyethoxy)ethyl)ammonium chloride,[Cl-].C[N+](CCOCCO)(CCO)C,1
548,ethyl methanoate,CCOC=O,0
549,butanone,CCC(C)=O,0
550,pentan-3-one,CCC(=O)CC,0
551,cyclopentanone,O=C1CCCC1,0
552,propyl ethanoate,CCCOC(C)=O,0
553,benzyl(2-hydroxyethyl)dimethylammonium chloride,C[N+](C)(CCO)Cc1ccccc1.[Cl-],1
554,1-butyl-1-methylpiperidinium hexafluorophosphate,CCCC[N+]1(C)CCCCC1.F[P-](F)(F)(F)(F)F,1
555,3-butyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide,CCCCn1cc[nH+]c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1
556,tributyltetradecylphosphonium 4-dodecylbenzenesulfonate,CCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC.CCCCCCCCCCCCc1ccc(S(=O)(=O)[O-])cc1,1
557,1-methylethyl ethanoate,CC(=O)OC(C)C,0
558,propan-1-amine,CCCN,0
559,"N,N-dihexyloctanamide",CCCCCCCC(=O)N(CCCCCC)CCCCCC,0
560,N-methylacetamide,CNC(C)=O,0
561,tetraethylene glycol,OCCOCCOCCOCCO,0
562,trihexyl(tetradecyl)phosphonium chloride,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],1
563,methyltrioctylammonium bromide,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.[Br-],1
564,1-butyl-3-methylimidazolium dodecyl sulfate,CCCCCCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1
565,triisobutylmethylphosphonium p-toluenesulfonate,CC(C)C[P+](C)(CC(C)C)CC(C)C.Cc1ccc(S(=O)(=O)[O-])cc1,1
566,N-butylurea,CCCCNC(N)=O,0
567,"methyltrioctylammonium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1
568,tetrabutylphosphonium methanesulfonate,CCCC[P+](CCCC)(CCCC)CCCC.CS(=O)(=O)[O-],1
569,tetrapropylammonium chloride,CCC[N+](CCC)(CCC)CCC.[Cl-],1
570,"1-butyl-3-methyl-1H-imidazolium 1,4-bis((2-ethylhexyl)oxy)-1,4-dioxobutane-2-sulfonate",CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,1
571,sodium 2-hydroxysuccinate,O=C([O-])CC(O)C(=O)[O-].[Na+].[Na+],1
572,"2-(2-(dimethylamino)ethoxy)-N,N-dimethylethanaminium 2-hydroxypropanoate",OC(C(=O)[O-])C.CN(CCOCC[NH+](C)C)C,1
573,1-ethylimidazolium chloride,CCN1C=C[NH+]=C1.[Cl-],1
574,1-tetradecyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,CCCCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1
575,"N-methyl-N,N-dioctyl-1-octanaminium chloride",CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.[Cl-],1
576,trioctylammonium hexanoate,CCCCCC(=O)[O-].CCCCCCCC[NH+](CCCCCCCC)CCCCCCCC,1
577,3-hexadecyl-1-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,CCCCCCCCCCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1
578,decanoic acid,CCCCCCCCCC(=O)O,0
579,2-hydroxyethanoic acid,O=C(O)CO,0
580,trihexylammonium octanoate,CCCCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,1
581,3-pyridinol,C1=CC(=CN=C1)O,0
582,.gamma.-hydroxypyridine,C1=CNC=CC1=O,0
583,dodecane,CCCCCCCCCCCC,0
584,"N,N,N-triheptyl-1-heptanaminium bromide",CCCCCCC[N+](CCCCCCC)(CCCCCCC)CCCCCCC.[Br-],1
585,"2,4(1H,3H)-pyrimidinedione",O=c1cc[nH]c(=O)[nH]1,0
586,"1H-1,2,4-triazole",c1nc[nH]n1,0
587,1H-tetrazole,c1nnn[nH]1,0
588,"2-diphenylmethoxy-N,N-dimethylethanamine hydrochloride",CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,1
589,disodium ceftriaxone,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],1
590,thiamine hydrochloride,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],1
591,L-ascorbic acid,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,0
592,3-carboxylpyridine,O=C(O)c1cccnc1,0
593,2-acetoxybenzoic acid,CC(=O)Oc1ccccc1C(=O)O,0
594,L-isoleucine,CC[C@H](C)[C@H](N)C(=O)O,0
595,.alpha.-D-lactose,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,0
596,"ammonium 2-hydroxypropane-1,2,3-tricarboxylate",O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[NH4+].[NH4+].[NH4+],1
597,trilithium citrate,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Li+].[Li+].[Li+],1
598,(.+-.)-.alpha.-aminobutyric acid,CCC(N)C(=O)O,0
599,"5-hydroxy-6-methyl-3,4-pyridinedimethanol hydrochloride",Cc1ncc(CO)c(CO)c1O.Cl,1
600,potassium citrate,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],1
601,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",[Cl-].C[NH2+]CCC=C1C2=C(C=CC=C2)CCC2=C(C=CC=C2)1,1
602,L-arginine,NC(N)=NCCC[C@H](N)C(=O)O,0
603,L-phenylalanine,N[C@@H](Cc1ccccc1)C(=O)O,0
604,D-fructose,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,0
605,citric acid,O=C(O)CC(O)(CC(=O)O)C(=O)O,0
606,di(2-aminoethyl)amine,NCCNCCN,0
607,lithium bromide,[Br-].[Li+],1
608,piperazine,C1CNCCN1,0
609,potassium ethanoate,CC(=O)[O-].[K+],1
610,2-(2-aminoethoxy)ethanol,NCCOCCO,0
611,1-hexanamine,CCCCCCN,0
612,.beta.-cyclodextrin,OC[C@H]1O[C@@H]2O[C@@H]3[C@@H](CO)O[C@H](O[C@@H]4[C@@H](CO)O[C@H](O[C@@H]5[C@@H](CO)O[C@H](O[C@@H]6[C@@H](CO)O[C@H](O[C@@H]7[C@@H](CO)O[C@H](O[C@@H]8[C@@H](CO)O[C@H](O[C@H]1[C@H](O)[C@H]2O)[C@H](O)[C@H]8O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O,0
613,"1,4,7,10,13,16-hexaoxacyclooctadecane",C1COCCOCCOCCOCCOCCO1,0
614,butanoic acid,CCCC(=O)O,0
615,1-heptanamine,CCCCCCCN,0
616,propanoic acid,CCC(=O)O,0
617,urea,NC(N)=O,0
618,1-octanamine,CCCCCCCCN,0
619,lithium chloride,[Cl-].[Li+],1
620,Dodecyldimethylamine oxide,CCCCCCCCCCCC[N+](C)(C)[O-],0
621,choline lactate,CC(O)C(=O)[O-].C[N+](C)(C)CCO,1
622,cholinium propanoate,CCC(=O)[O-].C[N+](C)(C)CCO,1
623,sulfur hexafluoride,FS(F)(F)(F)(F)F,0
624,4-methylbenzenesulfonic acid,Cc1ccc(S(=O)(=O)O)cc1,0
625,1-butyl-1-methylpyrrolidinium dicyanamide,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1
626,didecyldiethylammonium bromide,CCCCCCCCCC[N+](CC)(CC)CCCCCCCCCC.[Br-],1
627,1-ethyl-3-methylimidazolium octyl sulfate,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1
628,(2-hydroxyethyl)trimethylammonium perfluoropentanoate,C[N+](C)(C)CCO.O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1
629,dodecyltributylammonium bromide,CCCCCCCCCCCC[N+](CCCC)(CCCC)CCCC.[Br-],1
630,dodecyltriethylammonium bromide,CCCCCCCCCCCC[N+](CC)(CC)CC.[Br-],1
631,dodecyltripropylammonium bromide,CCCCCCCCCCCC[N+](CCC)(CCC)CCC.[Br-],1
632,(2-hydroxyethyl)trimethylammonium perfluorohexanoate,C[N+](C)(C)CCO.O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1
633,tetramethylammonium perfluorooctanoate,C[N+](C)(C)C.O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1
634,tetraethylammonium perfluorooctanoate,CC[N+](CC)(CC)CC.O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1
635,(2-hydroxyethyl)trimethylammonium perfluoroheptanoate,C[N+](C)(C)CCO.O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1
636,tetrapropylammonium perfluorooctanoate,CCC[N+](CCC)(CCC)CCC.O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1
637,3-dodecyloxy-2-hydroxypropyltrimethylammonium chloride,CCCCCCCCCCCCOCC(O)C[N+](C)(C)C.[Cl-],1
638,"N,N,N',N'-tetramethyl-N,N'-ditetradecylhexane-1,6-diaminium bromide",CCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)CCCCCCCCCCCCCC.[Br-].[Br-],1
639,"N1,N1,N4,N4-tetramethyl-N1,N4-ditetradecylbutane-1,4-diaminium bromide",CCCCCCCCCCCCCC[N+](C)(C)CCCC[N+](C)(C)CCCCCCCCCCCCCC.[Br-].[Br-],1
640,"1-butyl-2,3-dimethylimidazolium chloride",CCCC[n+]1ccn(C)c1C.[Cl-],1
641,pyrrolidinium nitrate,C1CC[NH2+]C1.O=[N+]([O-])[O-],1
642,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1
643,N-tetradecyl-hydroxyethyl-dimethyl ammonium bromide,CCCCCCCCCCCCCC[N+](C)(C)CCO.[Br-],1
644,tetrabutylammonium perfluorooctanoate,CCCC[N+](CCCC)(CCCC)CCCC.O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1
645,N-cetyl-hydroxyethyl-dimethyl ammonium bromide,CCCCCCCCCCCCCCCC[N+](C)(C)CCO.[Br-],1
646,hexadecyl- di(2-hydroxyethyl)-methylazanium bromide,CCCCCCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],1
647,1-propoxy-2-propanol,CCCOCC(C)O,0
648,"N,N-bis(2-hydroxyethyl)-N-methyltetradecanaminium bromide",CCCCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],1
649,"N,N-bis(2-hydroxyethyl)-N-methyldodecan-1-aminium bromide",CCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],1
