compound_id,name,smiles,salt
650,"N1,N5-dihexadecyl-N1,N1,N5,N5-tetramethylpentane-1,5-diaminium bromide",CCCCCCCCCCCCCCCC[N+](C)(C)CCCCC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],1
651,"N1,N4-dihexadecyl-N1,N1,N4,N4-tetramethylbutane-1,4-diaminium bromide",CCCCCCCCCCCCCCCC[N+](C)(C)CCCC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],1
652,1-butyl-4-methylpyridinium tetrafluoroborate,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1
653,3-tetradecyloxy-2-hydroxypropyltrimethylammonium chloride,CCCCCCCCCCCCCCOCC(O)C[N+](C)(C)C.[Cl-],1
654,.gamma.-octanolactone,CCCCC1CCC(=O)O1,0
655,1-propylpyridinium tetrafluoroborate,CCC[n+]1ccccc1.F[B-](F)(F)F,1
656,"1,2-dimethyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide",CCCn1cc[n+](C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1
657,1-hexylpyridinium bis(trifluromethylsulfonyl)imide,CCCCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1
658,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,1
659,1-butyl-3-methylpyridinium tetrafluoroborate,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1
660,1-methyl-3-pentylimidazolium chloride,CCCCCn1cc[n+](C)c1.[Cl-],1
661,"1,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",Cn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1
662,"1-butyl-2,3-dimethylimidazolium azide",CCCC[n+]1ccn(C)c1C.[N-]=[N+]=[N-],1
663,N-ethyl-N-methylpyrrolidinium bis(fluorosulfonyl)amide,CC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1
664,(trifluoromethyl)benzene,FC(F)(F)c1ccccc1,0
665,1-allyl-3-(2-methoxyethyl)-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide,C=CCn1cc[n+](CCOC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1
666,"1,1,2,2,3,3,4-heptafluorocyclopentane",FC1CC(F)(F)C(F)(F)C1(F)F,0
667,1-ethyl-3-methylimidazolium 2-(2-methoxyethoxy) ethylsulfate,CCn1cc[n+](C)c1.COCCOCCOS(=O)(=O)[O-],1
668,1-propyl-3-methylimidazolium methylsulfate,CCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1
669,1-butyl-3-methyl-1H-imidazolium (S)-2-amino-3-carboxypropanoate,CCCC[n+]1ccn(C)c1.N[C@@H](CC(=O)O)C(=O)[O-],1
670,1-butyl-3-methylimidazolium taurate,CCCC[n+]1ccn(C)c1.NCCS(=O)(=O)[O-],1
671,1-pentyl-3-methylimidazolium bromide,CCCCC[n+]1ccn(C)c1.[Br-],1
672,2-fluoropyridinium triflate,Fc1cccc[nH+]1.O=S(=O)([O-])C(F)(F)F,1
673,"1H,1H,5H-octafluoropentyl-1,1,2,2-tetrafluoroethylether",FC(F)C(F)(F)OCC(F)(F)C(F)(F)C(F)(F)C(F)F,0
674,"N-ethyl-2-(2-methoxyethoxy)-N,N-bis(2-(2- methoxyethoxy)ethyl)ethanaminium bis(trifluoromethylsulfonyl)imide",CC[N+](CCOCCOC)(CCOCCOC)CCOCCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1
675,1-(2-hydroxyethyl)-3-methyl-1H-imidazolium chloride,Cn1cc[n+](CCO)c1.[Cl-],1
676,1-methyl-1-propylpiperidinium bromide,CCC[N+]1(C)CCCCC1.[Br-],1
677,1-butyl-3-methylimidazolium salicylate,CCCC[n+]1ccn(C)c1.O=C([O-])c1ccccc1O,1
678,1-butyl-3-propyl-1H-imidazolium bromide,CCCC[n+]1ccn(CCC)c1.[Br-],1
679,3-butyl-1-propyl-1H-benzo[d]imidazolium bromide,CCCCn1c[n+](CCC)c2ccccc21.[Br-],1
680,1-hexyl-3-methylimidazolium hexafluorophosphate,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1
681,lithium iodide,[I-].[Li+],1
682,1-ethyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,CC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1
683,1-methyl-3-hexylimidazolium perfluorobutanesulfonate,CCCCCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1
684,1-pentylpyridinium bis(trifluoromethylsulfonyl)amide,CCCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1
685,"1,2-dimethyl-3-octylimidazolium chloride",CCCCCCCCn1cc[n+](C)c1C.[Cl-],1
686,"1-butyl-2,3-dimethylimidazolium hexafluorophosphate",CCCC[n+]1ccn(C)c1C.F[P-](F)(F)(F)(F)F,1
687,potassium (fluorosulfonyl)(trifluoromethanesulfonyl)imide,O=S(=O)(F)[N-]S(=O)(=O)C(F)(F)F.[K+],1
688,sodium (fluorosulfonyl)(trifluoromethanesulfonyl)imide,O=S(=O)(F)[N-]S(=O)(=O)C(F)(F)F.[Na+],1
689,lithium (fluorosulfonyl)((trifluoromethyl)sulfonyl)amide,FS(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.[Li+],1
690,rubidium (fluorosulfonyl)((trifluoromethyl)sulfonyl)amide,FS(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.[Rb+],1
691,cesium (fluorosulfonyl)((trifluoromethyl)sulfonyl)amide,FS(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.[Cs+],1
692,N-methyl-N-butylpyrrolidinium cyano(trifluoromethanesulfonyl)imide,CCCC[N+]1(CCCC1)C.[N-](C#N)S(=O)(=O)C(F)(F)F,1
693,(3-aminopropyl)tributylphosphonium L-valinate,CC(C)[C@H](N)C(=O)[O-].CCCC[P+](CCCC)(CCCC)CCCN,1
694,(3-aminopropyl)tributylphosphonium L-leucinate,CC(C)C[C@H](N)C(=O)[O-].CCCC[P+](CCCC)(CCCC)CCCN,1
695,(3-aminopropyl)tributylphosphonium L-alaninate,CCCC[P+](CCCC)(CCCC)CCCN.C[C@H](N)C(=O)[O-],1
696,"1,1,3,3-tetramethylguanidinium imidazol-1-ide",CN(C)C(=[NH2+])N(C)C.c1c[n-]cn1,1
697,N-methyl-N-propylpiperidinium lactate,CC(O)C(=O)[O-].CCC[N+]1(C)CCCCC1,1
698,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide,CC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1
699,n-butylammonium nitrate,CCCC[NH3+].O=[N+]([O-])[O-],1
700,ethyldiisopropylammonium formate,CC[NH+](C(C)C)C(C)C.O=C[O-],1
701,1-butylpyridinium trifluoromethanesulfonate,CCCC[n+]1ccccc1.O=S(=O)([O-])C(F)(F)F,1
702,N-octyl-3-methylpyridinium tetrafluoroborate,CCCCCCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1
703,"N-(3-(decyloxy)-2-hydroxypropyl)-N,N-dimethyltetradecan-1-aminium bromide",CCCCCCCCCCCCCC[N+](C)(C)CC(O)COCCCCCCCCCC.[Br-],1
704,triethyl(2-methoxyethyl)phosphonium bis((trifluoromethyl)sulfonyl)amide,CC[P+](CC)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1
705,triethyl(pentyl)phosphonium bis((trifluoromethyl)sulfonyl)amide,CCCCC[P+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1
706,lithium hexafluoroarsenate,F[As-](F)(F)(F)(F)F.[Li+],1
707,hydrazine,NN,0
708,1-butyl-2-methylpyridinium tetrafluoroborate,CCCC[n+]1ccccc1C.F[B-](F)(F)F,1
709,propylammonium acetate,CC(=O)[O-].CCC[NH3+],1
710,"N-(3-(hexadecyloxy)-2-hydroxypropyl)-N,N-dimethyloctan-1-aminium bromide",CCCCCCCCCCCCCCCCOCC(O)C[N+](C)(C)CCCCCCCC.[Br-],1
711,cesium bis((trifluoromethyl)sulfonyl)amide,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Cs+],1
712,chloroethanoic acid,O=C(O)CCl,0
713,"N1,N10-dihexadecyl-N1,N1,N10,N10-tetramethyldecane-1,10-diaminium bromide",CCCCCCCCCCCCCCCC[N+](C)(C)CCCCCCCCCC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],1
714,lithium hexafluorophosphate,F[P-](F)(F)(F)(F)F.[Li+],1
715,1-butyl-3-methylpyridinium dicyanamide,CCCC[n+]1cccc(C)c1.N#C[N-]C#N,1
716,ethylammonium acetate,CC(=O)[O-].CC[NH3+],1
717,1-butyl-1-methylpyrrolidinium perfluorobutanesulfonate,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1
718,1-methyl-3-octylimidazolium perfluorobutanesulfonate,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1
719,1-methyl-3-octyl-1H-imidazol-3-ium L-prolinate,CCCCCCCC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1
720,"1,3-dimethylimidazolium acetate",CC(=O)[O-].Cn1cc[n+](C)c1,1
721,"N,N'-dimethyl-N-propylpiperazinium acetate",CC(=O)[O-].CCC[N+]1(C)CCN(C)CC1,1
722,1-decyl-3-methylimidazolium tetrafluoroborate,CCCCCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1
723,triethyl phosphate,CCOP(=O)(OCC)OCC,0
724,"N,N,N-triethyl-1-hexanaminium perchlorate",CCCCCC[N+](CC)(CC)CC.[O-]Cl(=O)(=O)=O,1
725,1-hexadecylpyridinium perchlorate,CCCCCCCCCCCCCCCC[n+]1ccccc1.[O-]Cl(=O)(=O)=O,1
726,"N,N,N-trimethyl-1-hexadecanaminium perchlorate",CCCCCCCCCCCCCCCC[N+](C)(C)C.[O-]Cl(=O)(=O)=O,1
727,"N,N,N-triheptylheptan-1-aminium perchlorate",CCCCCCC[N+](CCCCCCC)(CCCCCCC)CCCCCCC.[O-]Cl(=O)(=O)=O,1
728,tetrahexylammonium perchlorate,CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC.[O-]Cl(=O)(=O)=O,1
729,tetrapentylammonium perchlorate,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[O-]Cl(=O)(=O)=O,1
730,1-butylpyridinium perchlorate,CCCC[n+]1ccccc1.[O-]Cl(=O)(=O)=O,1
731,sodium dicyanamide,N#C[N-]C#N.[Na+],1
732,sodium tricyanomethanide,N#C[C-](C#N)C#N.[Na+],1
733,1-ethyl-3-methylimidazolium nitrate,CC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1
734,1-butyl-3-methylimidazolium gluconate,CCCC[n+]1ccn(C)c1.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,1
735,"N,N,N-trimethyl-1-octadecanaminium perchlorate",CCCCCCCCCCCCCCCCCC[N+](C)(C)C.[O-]Cl(=O)(=O)=O,1
736,"N,N'-dimethyl-N-propylpiperazinium lactate",CC(O)C(=O)[O-].CCC[N+]1(C)CCN(C)CC1,1
737,potassium bis((trifluoromethyl)sulfonyl)amide,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[K+],1
738,rubidium bis((trifluoromethyl)sulfonyl)amide,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Rb+],1
739,butyltriisoamylammonium tetraphenylborate,CCCC[N+](CCC(C)C)(CCC(C)C)CCC(C)C.c1ccc([B-](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,1
740,1-hexadecyl-3-methylimidazolium tetrafluoroborate,CCCCCCCCCCCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1
741,3-ethyl-1-methylimidazolium (S)-2-hydroxypropanoate,CCn1cc[n+](C)c1.C[C@H](O)C(=O)[O-],1
742,tetrahexylammonium bromide,CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC.[Br-],1
743,1-dodecyl-3-methylimidazolium gluconate,CCCCCCCCCCCC[n+]1ccn(C)c1.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,1
744,3-methyl-1-tetradecyl-1H-imidazol-3-ium tetrafluoroborate,CCCCCCCCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1
745,1-hexyl-3-methylimidazolium L-glutamate,CCCCCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],1
746,1-butyl-3-methylimidazolium (S)-2-amino-4-carboxybutanoate,CCCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],1
747,1-methyl-3-octylimidazolium L-glutamate,CCCCCCCCn1cc[n+](C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],1
748,1-hexyl-3-methylimidazolium gluconate,CCCCCC[n+]1ccn(C)c1.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,1
749,"1-ethyl-3-methyl-1H-imidazol-3-ium (2R,3S,4R,5R)-2,3,4,5,6-pentahydroxyhexanoate",CCn1cc[n+](C)c1.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,1
750,1-decyl-3-methylimidazolium gluconate,CCCCCCCCCC[n+]1ccn(C)c1.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,1
751,"2,5,8-trioxanonane",COCCOCCOC,0
752,1-butyl-3-methylimidazolium trifluoroacetate,CCCC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,1
753,cyclohexylammonium perchlorate,[NH3+]C1CCCCC1.[O-]Cl(=O)(=O)=O,1
754,tribenzylammonium perchlorate,[O-]Cl(=O)(=O)=O.c1ccc(C[NH+](Cc2ccccc2)Cc2ccccc2)cc1,1
755,dibenzylammonium perchlorate,[O-]Cl(=O)(=O)=O.c1ccc(C[NH2+]Cc2ccccc2)cc1,1
756,benzylammonium perchlorate,[NH3+]Cc1ccccc1.[O-]Cl(=O)(=O)=O,1
757,dicyclohexylammonium perchlorate,C1CCC([NH2+]C2CCCCC2)CC1.[O-]Cl(=O)(=O)=O,1
758,quinolinium perchlorate,[O-]Cl(=O)(=O)=O.c1ccc2[nH+]cccc2c1,1
759,pyridinium perchlorate,[O-]Cl(=O)(=O)=O.c1cc[nH+]cc1,1
760,tris(hydroxymethyl)methylammonium perchlorate,C[N+](CO)(CO)CO.[O-]Cl(=O)(=O)=O,1
761,"N,N-diethylanilinium perchlorate",CC[NH+](CC)c1ccccc1.[O-]Cl(=O)(=O)=O,1
762,tetrapropylammonium picrate,C1([N+](=O)[O-])=CC([N+](=O)[O-])=CC([N+](=O)[O-])=C1[O-].C(CC)[N+](CCC)(CCC)CCC,1
763,1-butyl-3-methylpyridinium bis[(trifluoromethyl)sulfonyl]amide,CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1
764,tetrabutylammonium perfluorobutanesulfonate,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1
765,1-dodecyl-3-methylimidazolium tetrafluoroborate,CCCCCCCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1
766,benzyltripropylammonium chloride,CCC[N+](CCC)(CCC)Cc1ccccc1.[Cl-],1
767,1-methyl-3-tetradecylimidazolium gluconate,CCCCCCCCCCCCCCn1cc[n+](C)c1.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,1
768,1-methyl-3-octylimidazolium gluconate,CCCCCCCCn1cc[n+](C)c1.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,1
769,"tetraphenylarsonium 2,4,6-trinitrophenolate",O=[N+]([O-])c1cc([N+](=O)[O-])c([O-])c([N+](=O)[O-])c1.c1ccc([As+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,1
770,"N-(3-(decyloxy)-2-hydroxypropyl)-N,N-dimethyloctan-1-aminium bromide",CCCCCCCCCCOCC(O)C[N+](C)(C)CCCCCCCC.[Br-],1
771,N-methyl-N-propylpyrrolidinium lactate,CC(O)C(=O)[O-].CCC[N+]1(C)CCCC1,1
772,N-methyl-N-propylpyrrolidinium acetate,CC(=O)[O-].CCC[N+]1(C)CCCC1,1
773,tetrapropylammonium bis[(trifluoromethyl)sulfonyl]imide,CCC[N+](CCC)(CCC)CCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1
774,tetraethylammonium hexafluorophosphate,CC[N+](CC)(CC)CC.F[P-](F)(F)(F)(F)F,1
775,1-octyl-3-methylimidazolium picrate,CCCCCCCC[n+]1ccn(C)c1.O=[N+]([O-])c1cc([N+](=O)[O-])c([O-])c([N+](=O)[O-])c1,1
776,1-hexyl-3-methylimidazolium picrate,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])c1cc([N+](=O)[O-])c([O-])c([N+](=O)[O-])c1,1
777,"1-butyl-2,3-dimethylimidazolium picrate",CCCC[n+]1ccn(C)c1C.O=[N+]([O-])c1cc([N+](=O)[O-])c([O-])c([N+](=O)[O-])c1,1
778,dibutylammonium perchlorate,CCCC[NH2+]CCCC.[O-]Cl(=O)(=O)=O,1
779,N-methylmorpholinium acetate,CC(=O)[O-].C[NH+]1CCOCC1,1
780,1-octylpyridinium bis((trifluoromethyl)sulfonyl)amide,CCCCCCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1
781,1-methyl-1-octylpyrrolidinium bis(trifluoromethylsulfonyl)amide,CCCCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1
782,tetrabutylammonium bis[(trifluoromethyl)sulfonyl]imide,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1
783,1-butyl-3-methylimidazolium picrate,CCCC[n+]1ccn(C)c1.O=[N+]([O-])c1cc([N+](=O)[O-])c([O-])c([N+](=O)[O-])c1,1
784,tetraethylammonium hexachloroantimonate,CC[N+](CC)(CC)CC.Cl[Sb-](Cl)(Cl)(Cl)(Cl)Cl,1
785,Ninhydrin,O=C1c2ccccc2C(=O)C1(O)O,0
786,"2,2'-oxydiacetic acid",O=C(O)COCC(=O)O,0
787,"1,2,3-benzenetriol",Oc1cccc(O)c1O,0
788,ethanedioic acid,O=C(O)C(=O)O,0
789,"N-(3-(dodecyloxy)-2-hydroxypropyl)-N,N-dimethyloctan-1-aminium bromide",CCCCCCCCCCCCOCC(O)C[N+](C)(C)CCCCCCCC.[Br-],1
790,methyltripropylammonium bis[(trifluoromethyl)sulfonyl]amide,CCC[N+](C)(CCC)CCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1
791,Tetrahexylammonium picrate,CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC.O=[N+]([O-])c1cc([N+](=O)[O-])c([O-])c([N+](=O)[O-])c1,1
792,".alpha.-hydroxy-.alpha.,.alpha.-diphenylethanoic acid",O=C(O)C(O)(c1ccccc1)c1ccccc1,0
793,"1,1,3,3-tetramethylguanidinium lactate",CC(O)C(=O)[O-].CN(C)C(=[NH2+])N(C)C,1
794,tetraethylammonium perchlorate,CC[N+](CC)(CC)CC.[O-]Cl(=O)(=O)=O,1
795,3-butyl-1-ethyl-1H-benzotriazolium hexafluorophosphate,CCCCn1n[n+](CC)c2ccccc21.F[P-](F)(F)(F)(F)F,1
796,"2,3,5-trimethyl-1-propyl-1H-pyrazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",CCCn1c(C)cc(C)[n+]1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1
797,"N-(2-hydroxy-3-(tetradecyloxy)propyl)-N,N-dimethyloctan-1-aminium bromide",CCCCCCCCCCCCCCOCC(O)C[N+](C)(C)CCCCCCCC.[Br-],1
798,"1,6-hexanediol",OCCCCCCO,0
799,2-hydroxyethylammonium lactate,CC(O)C(=O)[O-].[NH3+]CCO,1
800,"1,1,3,3-tetramethylguanidinium tetrafluoroborate",CN(C)C(=[NH2+])N(C)C.F[B-](F)(F)F,1
801,iodine,II,0
802,N-(2-hydroxyethyl)benzenaminium butyrate,CCCC(=O)[O-].OCC[NH2+]c1ccccc1,1
803,N-(2-hydroxyethyl)benzenaminium propionate,CCC(=O)[O-].OCC[NH2+]c1ccccc1,1
804,zinc chloride,Cl[Zn]Cl,0
805,triphenyltetradecylphosphonium bromide,[Br-].[PH3+]CCCCCCCCCCCCCC(c1ccccc1)(c1ccccc1)c1ccccc1,1
806,hexadecyltriphenylphosphonium bromide,CCCCCCCCCCCCCCCC[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],1
807,"1,2-dimethyl-3-propylimidazolium hexafluorophosphate",CCCn1cc[n+](C)c1C.F[P-](F)(F)(F)(F)F,1
808,"1-ethyl-3-methylimidazolium 1,1,2,2,2-pentafluoro-N-[(pentafluoroethyl)sulfonyl]ethanesulfonamide",CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1
809,1-methyl-3-propylimidazolium iodide,CCCn1cc[n+](C)c1.[I-],1
810,"1,2-dichloroethane",ClCCCl,0
811,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1
812,1-octyl-3-methylimidazolium bis(perfluoroethylsulfonyl)imide,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1
813,1-decyl-3-methylimidazolium bis(perfluoroethylsulfonyl)imide,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1
814,1-hexyl-3-methylimidazolium bis(perfluoroethylsulfonyl)imide,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1
815,methyl propanoate,CCC(=O)OC,0
816,1-ethyl-3-methylimidazolium hexafluoroarsenate,CC[n+]1ccn(C)c1.F[As-](F)(F)(F)(F)F,1
817,ethyl methyl carbonate,CCOC(=O)OC,0
818,tetrabutylammonium adamantane-1-carboxylate,CCCC[N+](CCCC)(CCCC)CCCC.O=C([O-])C12CC3CC(CC(C3)C1)C2,1
819,1-butyl-3-methylimidazolium perchlorate,CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,1
820,hexanoic acid,CCCCCC(=O)O,0
821,heptanoic acid,CCCCCCC(=O)O,0
822,octanoic acid,CCCCCCCC(=O)O,0
823,nonanoic acid,CCCCCCCCC(=O)O,0
824,"1-methoxy-N,N,N-trimethylmethanaminium bis(fluorosulfonyl)amide",FS(=O)(=O)[N-]S(=O)(=O)F.COC[N+](C)(C)C,1
825,trimethyl(methoxyethyl)ammonium bis(fluorosulfonyl)imide,FS(=O)(=O)[N-]S(=O)(=O)F.COCC[N+](C)(C)C,1
826,"1-ethoxy-N,N,N-trimethylmethanaminium bis(fluorosulfonyl)imide",FS(=O)(=O)[N-]S(=O)(=O)F.CCOC[N+](C)(C)C,1
827,sodium bis(2-ethylhexyl) sulfosuccinate,CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)[O-].[Na+],1
828,tetraethylammonium bromide,CC[N+](CC)(CC)CC.[Br-],1
829,N-pentadecyl-N-methylmorpholinium bromide,CCCCCCCCCCCCCCC[N+]1(CCOCC1)C.[Br-],1
830,sodium cholate,C[C@H](CCC(=O)[O-])[C@H]1CC[C@H]2[C@H]3[C@H](C[C@H](O)[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O.[Na+],1
831,"N,N-dimethylimidodicarbonimidic diamide hydrochloride",CN(C)C(=[NH2+])NC(=N)N.[Cl-],1
832,sodium dihydrogen citrate,O=C(O)CC(O)(CC(=O)O)C(=O)[O-].[Na+],1
833,tetrabutylammonium bromide,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],1
834,sodium bromide,[Br-].[Na+],1
835,nitrobenzene,O=[N+]([O-])c1ccccc1,0
836,sodium chloride,[Cl-].[Na+],1
837,trisodium phosphate,O=P([O-])([O-])[O-].[Na+].[Na+].[Na+],1
838,sodium dihydrogen phosphate,O=P([O-])(O)O.[Na+],1
839,disodium hydrogen phosphate,O=P([O-])([O-])O.[Na+].[Na+],1
840,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",C(=NCCN=Cc1ccccn1)c1ccccn1,0
841,[bis(salicylidene)ethylenediaminato]oxovanadium,O=[V-2]123Oc4ccccc4C=[N+]1CC[N+]2=Cc1ccccc1O3,0
842,lithium sulfate,O=S(=O)([O-])[O-].[Li+].[Li+],1
843,potassium sulfate,O=S(=O)([O-])[O-].[K+].[K+],1
844,sodium sulfate,O=S(=O)([O-])[O-].[Na+].[Na+],1
845,"2,5,8,11-tetraoxadodecane",COCCOCCOCCOC,0
846,"1,1,1,3,3,3-hexafluoro-2-propanol",OC(C(F)(F)F)C(F)(F)F,0
847,hydroxybutanedioic acid,O=C(O)CC(O)C(=O)O,0
848,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1
