compound_id,smiles,salt,polymer,monomeric_unit
272,C[Al-](SC1=CC=CO1)(SC2=CC=CO2)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCC,0,1,[Cu][Al-](SC1=CC=CO1)(SC2=CC=CO2)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC[Au]
273,COC(=O)OC(COCCCC)CC,0,1,[Cu]OC(=O)OC(COCCCC)C[Au]
274,CCC(C)(C)C(=O)OCCOC(=O)NCCCOCCOCCOCCCNC(=O)OCCOC(=O)C(C)(C)CC,0,1,[Cu]CC(C)([Ca])C(=O)OCCOC(=O)NCCCOCCOCCOCCCNC(=O)OCCOC(=O)C(C)([Ca])C[Au]
275,CCC(C(=O)OCCO)C,0,1,[Cu]CC(C(=O)OCCO)[Au]
276,CCC(C(=O)OCCCC)C,0,1,[Cu]CC(C(=O)OCCCC)[Au]
277,CC(C)(C(=O)OCCCS(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCC,0,1,[Cu]C(C)(C(=O)OCCCS(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC[Au]
278,COCCOCCOC,0,0,
279,[I-].[Li+],1,0,
280,C[Al-](OC)(OC)OC(=O)C(F)(F)C(F)(F)C(F)(F)C(=O)OOCCOCCOCCOCCOCCOCCOCCC,0,1,[Cu][Al-](O[Ca])(O[Ca])OC(=O)C(F)(F)C(F)(F)C(F)(F)C(=O)OOCCOCCOCCOCCOCCOCCOCC[Au]
281,C[P-]12(OC3=C(C=CC=C3)O2)(OC4=C(C=CC=C4)O1)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCC,0,1,[Cu][P-]12(OC3=C(C=CC=C3)O2)(OC4=C(C=CC=C4)O1)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC[Au]
282,F[B-](C(F)(F)F)(C(F)(F)F)C(F)(F)F.[Li+],1,0,
283,CCC(S(=O)([O-])=O)C,0,1,[Cu]CC(S(=O)([O-])=O)[Au]
284,CCC(C1=CC=C(S([N-]S(C(F)(F)F)(=O)=O)(=O)=O)C=C1)OCCOCCOCCOCCOCCC,0,1,[Cu]CC(C1=CC=C(S([N-]S(C(F)(F)F)(=O)=O)(=O)=O)C=C1)OCCOCCOCCOCCOCC[Au]
285,CCC(C1=CC=C(S([N-]S(C(F)(F)F)(=O)=O)(=O)=O)C=C1)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCC,0,1,[Cu]CC(C1=CC=C(S([N-]S(C(F)(F)F)(=O)=O)(=O)=O)C=C1)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC[Au]
286,CCN(CCC#N)CC,0,1,[Cu]CN(CCC#N)C[Au]
287,COC(=O)OCCCCCCCCC,0,1,[Cu]OC(=O)OCCCCCCCC[Au]
288,FC(F)(F)[B-](C(F)(F)F)(C(F)(F)F)C(F)(F)F.[Li+],1,0,
289,OCCOC(NCCCOCCOCCOCCCNC(CCO)=O)=O,0,0,
290,CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC,0,0,
291,CCCCCOC,0,1,[Cu]CCCCO[Au]
292,CC(=O)OCC(COCC(COC(C)=O)(COC(C)=O)COC(C)=O)(COC(C)=O)COC(C)=O,0,0,
293,O=C1O[B-]2(OC(=O)c3ccccc3O2)Oc2ccccc21.[Li+],1,0,
294,COC(=O)OCCCC,0,1,[Cu]OC(=O)OCCC[Au]
295,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Li+],1,0,
296,N#Cc1nn[n-]c1C#N.[Li+],1,0,
297,C[Si](CCC1=CC=C([B-](C3=CC=CC=C3)(C4=CC=CC=C4)C2=CC=CC=C2)C=C1)(C)O[Si](CCCOC(O1)COC1=O)(C)O[Si](CCCOC(O1)COC1=O)(C)O[Si](CCCOC(O1)COC1=O)(C)O[Si](CCCOC(O1)COC1=O)(C)O[Si](CCCOC(O1)COC1=O)(C)O[Si](CCCOC(O1)COC1=O)(C)O[Si](CCCOC(O1)COC1=O)(C)O[Si](CCCOC(O1)COC1=O)(C)O[Si](CCCOC(O1)COC1=O)(C)OC,0,1,[Cu][Si](CCC1=CC=C([B-](C3=CC=CC=C3)(C4=CC=CC=C4)C2=CC=CC=C2)C=C1)(C)O[Si](CCCOC(O1)COC1=O)(C)O[Si](CCCOC(O1)COC1=O)(C)O[Si](CCCOC(O1)COC1=O)(C)O[Si](CCCOC(O1)COC1=O)(C)O[Si](CCCOC(O1)COC1=O)(C)O[Si](CCCOC(O1)COC1=O)(C)O[Si](CCCOC(O1)COC1=O)(C)O[Si](CCCOC(O1)COC1=O)(C)O[Si](CCCOC(O1)COC1=O)(C)O[Au]
298,CC(C)(C)COc1c(F)c(OCC(C)(C)C)c(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)c(OCC(C)(C)C)c1F.[Li+],1,0,
299,COCOCCOCCOCCOCCOCCOCCOCCOCCOCCC,0,1,[Cu]OCOCCOCCOCCOCCOCCOCCOCCOCCOCC[Au]
300,CC(C1=CC=CC=C1)CC(=O)OCCCCCOC(=O)OCCCC,0,1,[Cu]C(C1=CC=CC=C1)CC(=O)OCCCCCOC(=O)OCCC[Au]
301,C[Al-](OC)(OC)OC(=O)C(F)(F)C(F)(F)C(F)(F)C(=O)OOCCOCCOCCC,0,1,[Cu][Al-](O[Ca])(O[Ca])OC(=O)C(F)(F)C(F)(F)C(F)(F)C(=O)OOCCOCCOCC[Au]
302,CSCCOCCOCCSCCOCCOCCOCCOCC,0,1,[Cu]SCCOCCOCCSCCOCCOCCOCCOC[Au]
303,C[B-]1(OC(=O)C(=O)O1)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCC,0,1,[Cu][B-]1(OC(=O)C(=O)O1)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC[Au]
304,CCOC(=O)OCC,0,0,
305,COC(=O)OC(COCCOC)CC,0,1,[Cu]OC(=O)OC(COCCOC)C[Au]
306,O=[P-](=O)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F.[Li+],1,0,
307,CCC(C(=O)OCCOCCOCCOCCOCCOC)C,0,1,[Cu]CC(C(=O)OCCOCCOCCOCCOCCOC)[Au]
308,COCCOC,0,0,
309,COC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)OC(F)(F)OC(F)(F)C,0,1,[Cu]OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)OC(F)(F)OC(F)(F)[Au]
310,Fc1c(F)c(F)c(S[B-](Sc2c(F)c(F)c(F)c(F)c2F)(Sc2c(F)c(F)c(F)c(F)c2F)Sc2c(F)c(F)c(F)c(F)c2F)c(F)c1F.[Li+],1,0,
311,COCOCC(COCOC)(COCOC)COCC(COCOC)(COCOC)COCOC,0,0,
312,O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)Sc1ccccc1)C(F)(F)F.[Li+],1,0,
313,C1COC(=O)O1,0,0,
314,O=S(=O)([O-])C(F)(F)C(F)(F)OC(F)(F)C(F)(F)F.[Li+],1,0,
315,CCC(C)(C(=O)OCCCCC1OC(=O)OC1)C,0,1,[Cu]CC(C)(C(=O)OCCCCC1OC(=O)OC1)[Au]
316,O=C1OCCCO1,0,0,
317,CCCC1C(=O)N(C(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COOCC)C(=O)C1C,0,1,[Cu]CCC1C(=O)N(C(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COOCC)C(=O)C1[Au]
318,C[Al-](SC1=CC=CO1)(SC2=CC=CO2)OCCOCCOCCOCCOCCOCCC,0,1,[Cu][Al-](SC1=CC=CO1)(SC2=CC=CO2)OCCOCCOCCOCCOCCOCC[Au]
319,CC(COCCCSCCOCCOCCOC)OCC,0,1,[Cu]C(COCCCSCCOCCOCCOC)OC[Au]
320,COB(C1=C(C=C(C=C1C)C)C)OCCOCCOCCOCCC,0,1,[Cu]OB(C1=C(C=C(C=C1C)C)C)OCCOCCOCCOCC[Au]
321,C[P-](OC1=O)(OC1=O)(OC2=O)(OC2=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCC,0,1,[Cu][P-](OC1=O)(OC1=O)(OC2=O)(OC2=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC[Au]
322,C[Al-](SC1=CC=CO1)(SC2=CC=CO2)OCCOCCOCCOCCOCCOCCOCCOCCC,0,1,[Cu][Al-](SC1=CC=CO1)(SC2=CC=CO2)OCCOCCOCCOCCOCCOCCOCCOCC[Au]
323,O=C1CCCO1,0,0,
324,CC(COCC=C)OCC,0,1,[Cu]C(COCC=C)OC[Au]
325,COCCOCCOCCOCC1=CC=CC(COCCOCCOCCOC)=C1,0,0,
326,COC(=O)OC(COC(C)(C)C)CC,0,1,[Cu]OC(=O)OC(COC(C)(C)C)C[Au]
327,OC1COCOC1,0,0,
328,O=S(=O)([B-](F)(F)F)C(F)(F)C(F)(F)F.[Li+],1,0,
329,O=S(=O)([B-](S(=O)(=O)C(F)(F)C(F)(F)F)(S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F.[Li+],1,0,
330,COCOCCOCCC,0,1,[Cu]OCOCCOCC[Au]
331,O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F.[Li+],1,0,
332,N#CCCC#N,0,0,
333,COC(COCCOCCOCCOCCOCCOC)CC,0,1,[Cu]OC(COCCOCCOCCOCCOCCOC)C[Au]
334,N#C[C-](C#N)C#N.[Li+],1,0,
335,F[B-](F)(F)F.[Li+],1,0,
336,COCCC,0,1,[Cu]OCC[Au]
337,O=C1O[B-](F)(F)OC1=O.[Li+],1,0,
338,CCC(C)OC,0,1,[Cu]CC(C)O[Au]
339,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)c1c(F)c(F)c(N2CCCCC2)c(F)c1F.[Li+],1,0,
340,COCCOCCOCC,0,1,[Cu]OCCOCCOC[Au]
341,CCC(C(=O)OCCOCCOCCOCCOCCOCCOC)C,0,1,[Cu]CC(C(=O)OCCOCCOCCOCCOCCOCCOC)[Au]
342,C[Si](C)(CCC[N-]S(C(F)(F)F)(=O)=O)O[Si](C)(CCC[N-]S(C(F)(F)F)(=O)=O)O[Si](C)(CCCOCCOCCOCCOC)O[Si](C)(CCCOCCOCCOCCOC)O[Si](C)(CCCOCCOCCOCCOC)O[Si](C)(CCCOCCOCCOCCOC)O[Si](C)(CCCOCCOCCOCCOC)O[Si](C)(CCCOCCOCCOCCOC)O[Si](C)(CCCOCCOCCOCCOC)O[Si](C)(CCCOCCOCCOCCOC)O[Si](C)(CCCOCCOCCOCCOC)O[Si](C)(CCCOCCOCCOCCOC)O[Si](C)(CCCOCCOCCOCCOC)O[Si](C)(CCCOCCOCCOCCOC)O[Si](C)(CCCOCCOCCOCCOC)OC,0,1,[Cu][Si](C)(CCC[N-]S(C(F)(F)F)(=O)=O)O[Si](C)(CCC[N-]S(C(F)(F)F)(=O)=O)O[Si](C)(CCCOCCOCCOCCOC)O[Si](C)(CCCOCCOCCOCCOC)O[Si](C)(CCCOCCOCCOCCOC)O[Si](C)(CCCOCCOCCOCCOC)O[Si](C)(CCCOCCOCCOCCOC)O[Si](C)(CCCOCCOCCOCCOC)O[Si](C)(CCCOCCOCCOCCOC)O[Si](C)(CCCOCCOCCOCCOC)O[Si](C)(CCCOCCOCCOCCOC)O[Si](C)(CCCOCCOCCOCCOC)O[Si](C)(CCCOCCOCCOCCOC)O[Si](C)(CCCOCCOCCOCCOC)O[Si](C)(CCCOCCOCCOCCOC)O[Au]
343,O=[N+]([O-])[O-].[Li+],1,0,
344,COCCOCCOCCOCCOC,0,0,
345,O=S(=O)(CCC(F)(F)F)[N-]S(=O)(=O)CCC(F)(F)F.[Li+],1,0,
346,C[B-]1(OC(=O)C(=O)O1)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)C,0,1,[Cu][B-]1(OC(=O)C(=O)O1)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)[Au]
347,C[Si](C)(C)OCCOCCOCCOCCOC,0,1,[Cu][Si](C)(C)OCCOCCOCCOCCO[Au]
348,[Li+].c1ccc2cc3c(cc2c1)O[B-]1(O3)Oc2cc3ccccc3cc2O1,1,0,
349,O=C([O-])C(F)(F)C(F)(F)C(F)(F)F.[Li+],1,0,
350,COC(=O)OC(COC1=CC=CC=C1)CC,0,1,[Cu]OC(=O)OC(COC1=CC=CC=C1)C[Au]
351,CSCCSCCOCCOCCOCC,0,1,[Cu]SCCSCCOCCOCCOC[Au]
352,C[Si](C)(CCCOCC(O1)COC1=O)O[Si](C)(CCCOCC(O1)COC1=O)O[Si](C)(CCCOCC(O1)COC1=O)O[Si](C)(CCCOCC(O1)COC1=O)O[Si](C)(CCCOCC(O1)COC1=O)O[Si](C)(CCCOCC(O1)COC1=O)O[Si](C)(CCCOCC(O1)COC1=O)O[Si](C)(CCCOCC(O1)COC1=O)O[Si](C)(CCCOCC(O1)COC1=O)O[Si](C)(CCC2=CC=C([B-](C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C5)C=C2)OC,0,1,[Cu][Si](C)(CCCOCC(O1)COC1=O)O[Si](C)(CCCOCC(O1)COC1=O)O[Si](C)(CCCOCC(O1)COC1=O)O[Si](C)(CCCOCC(O1)COC1=O)O[Si](C)(CCCOCC(O1)COC1=O)O[Si](C)(CCCOCC(O1)COC1=O)O[Si](C)(CCCOCC(O1)COC1=O)O[Si](C)(CCCOCC(O1)COC1=O)O[Si](C)(CCCOCC(O1)COC1=O)O[Si](C)(CCC2=CC=C([B-](C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C5)C=C2)O[Au]
353,CCCCCCCOCCOCCOCCOCCOCCC,0,1,[Cu]CCCCCCOCCOCCOCCOCCOCC[Au]
354,C[B-](OC)(OC)OC(=O)C(F)(F)C(F)(F)C(F)(F)C(=O)OOCCOCCOCCOCCOCCOCCOCCC,0,1,[Cu][B-](O[Ca])(O[Ca])OC(=O)C(F)(F)C(F)(F)C(F)(F)C(=O)OOCCOCCOCCOCCOCCOCCOCC[Au]
355,COC(=O)OCC(CC)(CCCC)CC,0,1,[Cu]OC(=O)OCC(CC)(CCCC)C[Au]
356,CC(CN1C(=O)C(O)C(O)C1=O)CC,0,1,[Cu]C(CN1C(=O)C(O)C(O)C1=O)C[Au]
357,C[Si](C)(C)OCCOCCOC,0,1,[Cu][Si](C)(C)OCCOCCO[Au]
358,CC1COC(=O)O1,0,0,
359,O=C([N-]C(=O)C(F)(F)F)C(F)(F)F.[Li+],1,0,
360,COCCOCCOCCOC,0,0,
361,O=S(=O)([C-](S(=O)(=O)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F.[Li+],1,0,
362,C[B-]1(OC(=O)C(=O)O1)OCCOCCOCCOCCOCCOCCOCCC,0,1,[Cu][B-]1(OC(=O)C(=O)O1)OCCOCCOCCOCCOCCOCCOCC[Au]
363,O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)F)C(F)(F)F.[Li+],1,0,
364,C[P-](OC1=O)(OC1=O)(OC2=O)(OC2=O)OCCOCCOCCC,0,1,[Cu][P-](OC1=O)(OC1=O)(OC2=O)(OC2=O)OCCOCCOCC[Au]
365,CC(C)C[Si](O[Si](CC(C)C)(O1)O[Si]2(CCCOC(C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCC)C)=O)O3)(O[Si](O4)(O[Si]1(CC(C)C)O[Si]5(CCC)O2)CC(C)C)O[Si]3(CC(C)C)O[Si]4(O5)CC(C)C,0,1,CC(C)C[Si](O[Si](CC(C)C)(O1)O[Si]2(CCCOC(C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCC)[Au])=O)O3)(O[Si](O4)(O[Si]1(CC(C)C)O[Si]5(CCC)O2)CC(C)C)O[Si]3(CC(C)C)O[Si]4(O5)CC(C)C
366,COCCOCCOCCOCCN(N=N1)C=C1COCCOCCOCCOCCN(N=N2)C=C2COCCOCCOCCOC,0,0,
367,C[Si](C)(CCCOCC(O1)COC1=O)OC,0,1,[Cu][Si](C)(CCCOCC(O1)COC1=O)O[Au]
368,CP(OCCOCCOC)(OCCOCCOC)=NC,0,1,[Cu]P(OCCOCCOC)(OCCOCCOC)=N[Au]
369,F[P-](F)(F)(F)(F)F.[Li+],1,0,
370,F[B-](C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F.[Li+],1,0,
371,CC(C)(C(OCC1=CC=CC=C1)=O)CC(C)(C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC)CC(C)(C)C(=O)OCCOC(=O)C(C)(C)C(C)(C(OCC1=CC=CC=C1)=O)CC(C)(C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC)CC,0,1,[Cu]C(C)(C(OCC1=CC=CC=C1)=O)CC(C)(C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC)CC(C)(C)C(=O)OCCOC(=O)C(C)(C)C(C)(C(OCC1=CC=CC=C1)=O)CC(C)(C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC)C[Au]
372,FC(F)(F)C(F)(F)[B-](C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F.[Li+],1,0,
373,O=S(=O)([O-])c1ccccc1.[Li+],1,0,
374,F[Sb-](F)(F)(F)(F)F.[Li+],1,0,
375,C[Si](CCC1=CC=C([B-](C3=CC=CC=C3)(C4=CC=CC=C4)C2=CC=CC=C2)C=C1)(C)O[Si](CCCOC(O1)COC1=O)(C)O[Si](CCCOC(O1)COC1=O)(C)O[Si](CCCOC(O1)COC1=O)(C)O[Si](CCCOC(O1)COC1=O)(C)O[Si](CCCOC(O1)COC1=O)(C)O[Si](CCCOC(O1)COC1=O)(C)O[Si](CCCOC(O1)COC1=O)(C)O[Si](CCCOC(O1)COC1=O)(C)O[Si](CCCOC(O1)COC1=O)(C)O[Si](CCCOC(O1)COC1=O)(C)O[Si](CCCOC(O1)COC1=O)(C)OC,0,1,[Cu][Si](CCC1=CC=C([B-](C3=CC=CC=C3)(C4=CC=CC=C4)C2=CC=CC=C2)C=C1)(C)O[Si](CCCOC(O1)COC1=O)(C)O[Si](CCCOC(O1)COC1=O)(C)O[Si](CCCOC(O1)COC1=O)(C)O[Si](CCCOC(O1)COC1=O)(C)O[Si](CCCOC(O1)COC1=O)(C)O[Si](CCCOC(O1)COC1=O)(C)O[Si](CCCOC(O1)COC1=O)(C)O[Si](CCCOC(O1)COC1=O)(C)O[Si](CCCOC(O1)COC1=O)(C)O[Si](CCCOC(O1)COC1=O)(C)O[Si](CCCOC(O1)COC1=O)(C)O[Au]
376,CCC(C1=CC=C(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)C=C1)C(C(OCCOCCOCCOCCOCCOCCOCCOCCOC)=O)CC(C(OCCOCCOCCOCCOCCOCCOCCOCCOC)=O)CC,0,1,[Cu]CC(C1=CC=C(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)C=C1)C(C(OCCOCCOCCOCCOCCOCCOCCOCCOC)=O)CC(C(OCCOCCOCCOCCOCCOCCOCCOCCOC)=O)C[Au]
377,O=S(=O)([N-]S(=O)(=O)C(F)(F)Sc1ccccc1)C(F)(F)F.[Li+],1,0,
378,C[B-]1(OC(=O)C(=O)O1)OCCOCCOCCC,0,1,[Cu][B-]1(OC(=O)C(=O)O1)OCCOCCOCC[Au]
379,O=S(=O)(F)[N-]S(=O)(=O)C(F)(F)F.[Li+],1,0,
380,CSCCSCCSCCOCCOCCOCC,0,1,[Cu]SCCSCCSCCOCCOCCOC[Au]
381,O=S(=O)(CC(F)(F)F)[N-]S(=O)(=O)CC(F)(F)F.[Li+],1,0,
382,O=S1(=O)[N-]S(=O)(=O)C(F)(F)C1(F)F.[Li+],1,0,
383,COCCOCCOCCOCCOCCOC(C)CC,0,1,[Cu]OCCOCCOCCOCCOCCOC(C)C[Au]
384,CC(C([O-])=O)/C=C/C(C([O-])=O)C,0,1,[Cu]C(C([O-])=O)/C=C/C(C([O-])=O)[Au]
385,CC(C1=CC=C(COCCOCCOCCOCCOCCOC)C=C1)CC,0,1,[Cu]C(C1=CC=C(COCCOCCOCCOCCOCCOC)C=C1)C[Au]
386,CCC1=CC=C(C=C1)B2OB(C3=CC=C(C=C3)COCCOCCOCCOCCOCCOCCO)O[B-]4(O2)OB(C5=CC=C(C=C5)COCCOCCOCCOCCOCCOCCO)OB(O4)C6=CC=C(C=C6)CC,0,1,[Cu]CC1=CC=C(C=C1)B2OB(C3=CC=C(C=C3)COCCOCCOCCOCCOCCOCCO)O[B-]4(O2)OB(C5=CC=C(C=C5)COCCOCCOCCOCCOCCOCCO)OB(O4)C6=CC=C(C=C6)C[Au]
387,CC(=O)CCCC(=O)OC(COCC=C)COC,0,1,[Cu]C(=O)CCCC(=O)OC(COCC=C)CO[Au]
388,O=C([O-])C(F)(F)F.[Li+],1,0,
389,CCC(C1=CC=C(S([N-]S(C(F)(F)F)(=O)=O)(=O)=O)C=C1)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCC,0,1,[Cu]CC(C1=CC=C(S([N-]S(C(F)(F)F)(=O)=O)(=O)=O)C=C1)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC[Au]
390,COC(=O)OCCOCCOCCOCCOCCOCCC,0,1,[Cu]OC(=O)OCCOCCOCCOCCOCCOCC[Au]
391,COCOCC(COCOC)(COCOC)COCC(COCC(COCOC)(COCOC)COCOC)(COCOC)COCOC,0,0,
392,CCOC(=O)CCCCCCCCC(=O)OCC,0,1,[Cu]COC(=O)CCCCCCCCC(=O)OC[Au]
393,CCCC1C(=O)N(C(C)COC(C)COC(C)COOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC)C(=O)C1C,0,1,[Cu]CCC1C(=O)N(C(C)COC(C)COC(C)COOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC)C(=O)C1[Au]
394,O=Cl(=O)([O-])=O.[Li+],1,0,
395,CC(=O)CCCC(=O)OC(COCCOCCOC)COC,0,1,[Cu]C(=O)CCCC(=O)OC(COCCOCCOC)CO[Au]
396,C[B-]1(OC(=O)C(=O)O1)OCCOCCOCCOCCC,0,1,[Cu][B-]1(OC(=O)C(=O)O1)OCCOCCOCCOCC[Au]
397,C[Al-](SC1=CC=CO1)(SC2=CC=CO2)SCCOCCSC,0,1,[Cu][Al-](SC1=CC=CO1)(SC2=CC=CO2)SCCOCCS[Au]
398,CSCCCCCCSCCOCCCCOCC,0,1,[Cu]SCCCCCCSCCOCCCCOC[Au]
399,C[Si](C)(CCC[N-]S(C(F)(F)F)(=O)=O)O[Si](C)(CCC[N-]S(C(F)(F)F)(=O)=O)O[Si](C)(CCCOCCOCCOCCOC)O[Si](C)(CCCOCCOCCOCCOC)O[Si](C)(CCCOCCOCCOCCOC)O[Si](C)(CCCOCCOCCOCCOC)O[Si](C)(CCCOCCOCCOCCOC)OC,0,1,[Cu][Si](C)(CCC[N-]S(C(F)(F)F)(=O)=O)O[Si](C)(CCC[N-]S(C(F)(F)F)(=O)=O)O[Si](C)(CCCOCCOCCOCCOC)O[Si](C)(CCCOCCOCCOCCOC)O[Si](C)(CCCOCCOCCOCCOC)O[Si](C)(CCCOCCOCCOCCOC)O[Si](C)(CCCOCCOCCOCCOC)O[Au]
400,CC1OC(=O)OC1C,0,1,[Cu]C1OC(=O)OC1[Au]
401,CC(=O)CCCCC(=O)OCCCCCCOC,0,1,[Cu]C(=O)CCCCC(=O)OCCCCCCO[Au]
